time,v00,v010,v011,v012,v020,v021,v022,total
2007-10-04,0,2,147,925,153,0,0,1228
2007-10-05,0,2,146,915,148,0,0,1211
2007-10-06,0,2,149,936,139,0,0,1226
2007-10-07,0,2,149,941,143,0,0,1236
2007-10-08,0,2,146,930,143,0,0,1222
2007-10-09,0,1,145,942,145,0,0,1235
2007-10-10,0,2,142,941,142,0,0,1229
2007-10-11,0,1,134,919,149,0,0,1206
2007-10-12,0,2,127,912,146,0,0,1188
2007-10-13,0,2,124,957,159,0,0,1243
2007-10-14,0,2,127,959,162,0,0,1251
2007-10-15,0,2,127,938,151,0,0,1220
2007-10-16,0,2,132,935,154,0,0,1224
2007-10-17,0,2,134,929,156,0,0,1221
2007-10-18,0,2,127,929,152,0,0,1211
2007-10-19,0,2,122,915,150,0,0,1190
2007-10-20,0,2,119,949,156,0,0,1228
2007-10-21,0,2,117,949,162,0,0,1231
2007-10-22,0,2,109,940,159,0,0,1211
2007-10-23,0,2,113,946,156,0,0,1217
2007-10-24,0,2,117,951,160,0,0,1231
2007-10-25,0,2,116,942,168,0,0,1229
2007-10-26,0,2,113,961,176,0,0,1252
2007-10-27,0,2,113,974,171,0,0,1260
2007-10-28,0,1,112,979,180,0,0,1275
2007-10-29,0,1,110,958,172,0,0,1243
2007-10-30,0,1,111,998,170,0,0,1281
2007-10-31,0,1,108,983,162,0,0,1255
2007-11-01,0,1,108,998,169,0,0,1277
2007-11-02,0,1,110,994,167,0,0,1273
2007-11-03,0,1,108,990,162,0,0,1262
2007-11-04,0,1,109,1008,170,0,0,1289
2007-11-05,0,1,106,996,166,0,0,1271
2007-11-06,0,1,102,1004,164,0,0,1272
2007-11-07,0,1,105,1013,164,0,0,1284
2007-11-08,0,1,62,679,105,0,0,848
2007-11-09,0,1,73,746,116,0,0,937
2007-11-10,0,1,65,683,111,0,0,861
2007-11-11,0,1,61,684,104,0,0,851
2007-11-12,0,1,75,818,126,0,0,1021
2007-11-13,0,1,91,1004,163,0,0,1261
2007-11-14,0,1,91,1019,163,0,0,1275
2007-11-15,0,1,91,1047,152,0,0,1291
2007-11-16,0,1,90,1077,162,0,0,1331
2007-11-17,0,1,91,1087,173,0,0,1354
2007-11-18,0,1,93,1080,173,0,0,1349
2007-11-19,0,1,92,1086,169,0,0,1349
2007-11-20,0,1,91,1093,168,0,0,1354
2007-11-21,0,1,83,1083,167,0,0,1335
2007-11-22,0,2,86,1104,168,0,0,1361
2007-11-23,0,2,89,1104,166,0,0,1362
2007-11-24,0,2,88,1130,161,0,0,1382
2007-11-25,0,2,88,1136,162,0,0,1390
2007-11-26,0,2,87,1089,166,0,0,1345
2007-11-27,0,2,89,1106,165,0,0,1363
2007-11-28,0,2,86,1093,174,0,0,1356
2007-11-29,0,2,84,1098,174,0,0,1360
2007-11-30,0,2,86,1088,176,0,0,1353
2007-12-01,0,2,88,1105,166,0,0,1363
2007-12-02,0,2,90,1097,160,0,0,1351
2007-12-03,0,2,85,1083,164,0,0,1335
2007-12-04,0,2,84,1085,158,0,0,1331
2007-12-05,0,2,79,1072,159,0,0,1314
2007-12-06,0,2,78,1074,164,0,0,1318
2007-12-07,0,1,82,1076,165,0,0,1325
2007-12-08,0,2,80,1093,165,0,0,1341
2007-12-09,0,2,81,1110,172,0,0,1366
2007-12-10,0,2,80,1093,159,0,0,1336
2007-12-11,0,2,79,1077,157,0,0,1316
2007-12-12,0,2,79,1079,161,0,0,1322
2007-12-13,0,2,79,1074,164,0,0,1320
2007-12-14,0,2,79,1082,161,0,0,1325
2007-12-15,0,2,79,1102,165,0,0,1349
2007-12-16,0,2,78,1117,162,0,0,1360
2007-12-17,0,2,74,1094,159,0,0,1330
2007-12-18,0,2,77,1082,162,0,0,1324
2007-12-19,0,2,78,1073,166,0,0,1320
2007-12-20,0,2,78,1061,168,0,0,1311
2007-12-21,0,2,78,1052,168,0,0,1301
2007-12-22,0,3,77,1052,166,0,0,1299
2007-12-23,0,2,77,1060,165,0,0,1305
2007-12-24,0,2,73,1046,158,0,0,1280
2007-12-25,0,2,76,1034,165,0,0,1278
2007-12-26,0,2,75,1042,151,0,0,1271
2007-12-27,0,2,78,1051,156,0,0,1287
2007-12-28,0,2,76,1054,156,0,0,1289
2007-12-29,0,1,72,1060,155,0,0,1290
2007-12-30,0,2,70,1101,166,0,0,1340
2007-12-31,0,2,68,1100,169,0,0,1340
2008-01-01,0,3,67,1127,165,0,0,1363
2008-01-02,0,2,70,1127,165,0,0,1366
2008-01-03,0,1,69,1144,160,0,0,1375
2008-01-04,0,1,69,1143,158,0,0,1371
2008-01-05,0,1,69,1187,167,0,0,1425
2008-01-06,0,1,67,1202,164,0,0,1434
2008-01-07,0,1,66,1180,159,0,0,1407
2008-01-08,0,1,68,1185,165,0,0,1420
2008-01-09,0,1,67,1184,173,0,0,1426
2008-01-10,0,1,66,1212,173,0,0,1453
2008-01-11,0,1,73,1212,164,0,0,1451
2008-01-12,0,1,71,1229,170,0,0,1472
2008-01-13,0,1,68,1249,173,0,0,1493
2008-01-14,0,1,68,1208,160,0,0,1438
2008-01-15,0,1,69,1216,160,0,0,1447
2008-01-16,0,1,69,1214,161,0,0,1446
2008-01-17,0,1,67,1213,162,0,0,1444
2008-01-18,0,1,69,1199,166,0,0,1436
2008-01-19,0,1,68,1252,168,0,0,1489
2008-01-20,0,1,67,1255,172,0,0,1496
2008-01-21,0,1,67,1224,180,0,0,1472
2008-01-22,0,1,64,1211,178,0,0,1456
2008-01-23,0,1,65,1177,177,0,0,1421
2008-01-24,0,1,65,1177,167,0,0,1411
2008-01-25,0,1,66,1172,169,0,0,1409
2008-01-26,0,1,66,1198,182,0,0,1448
2008-01-27,0,1,63,1193,174,0,0,1432
2008-01-28,0,1,64,1172,165,0,0,1403
2008-01-29,0,1,63,1176,168,0,0,1410
2008-01-30,0,1,63,1170,171,0,0,1406
2008-01-31,0,1,64,1198,167,0,0,1431
2008-02-01,0,1,63,1199,171,0,0,1436
2008-02-02,0,1,64,1232,178,0,0,1476
2008-02-03,0,1,68,1222,175,0,0,1468
2008-02-04,0,1,66,1192,177,0,0,1438
2008-02-05,0,0,65,1196,166,0,0,1428
2008-02-06,0,0,65,1178,168,0,0,1412
2008-02-07,0,0,66,1179,173,0,0,1419
2008-02-08,0,0,65,1169,176,0,0,1410
2008-02-09,0,0,62,1187,180,0,0,1429
2008-02-10,0,0,64,1202,180,0,0,1447
2008-02-11,0,0,61,1184,180,0,0,1425
2008-02-12,0,1,58,1171,178,0,0,1408
2008-02-13,0,1,59,1187,180,0,0,1428
2008-02-14,0,1,62,1191,174,0,0,1429
2008-02-15,0,1,65,1204,175,0,0,1445
2008-02-16,0,1,58,1221,178,0,0,1460
2008-02-17,0,1,63,1214,177,0,0,1456
2008-02-18,0,1,62,1189,175,0,0,1428
2008-02-19,0,1,64,1186,172,0,0,1424
2008-02-20,0,1,63,1193,173,0,0,1431
2008-02-21,0,1,57,1181,171,0,0,1411
2008-02-22,0,1,59,1186,176,0,0,1422
2008-02-23,0,1,57,1193,178,0,0,1430
2008-02-24,0,1,56,1201,174,0,0,1433
2008-02-25,0,1,56,1189,168,0,0,1415
2008-02-26,0,1,57,1190,159,0,0,1408
2008-02-27,0,1,57,1196,166,0,0,1421
2008-02-28,0,1,59,1169,162,2,0,1395
2008-02-29,0,2,57,1161,163,3,0,1388
2008-03-01,0,2,55,1199,173,5,0,1436
2008-03-02,0,2,58,1214,170,6,0,1450
2008-03-03,0,2,56,1170,161,5,0,1396
2008-03-04,0,2,57,1187,159,6,0,1412
2008-03-05,0,2,57,1198,162,6,0,1427
2008-03-06,0,2,53,1163,169,6,0,1394
2008-03-07,0,2,51,1168,161,6,0,1389
2008-03-08,0,2,53,1185,162,6,0,1410
2008-03-09,0,2,54,1170,155,5,0,1386
2008-03-10,0,2,56,1165,156,7,0,1388
2008-03-11,0,2,56,1162,158,7,0,1386
2008-03-12,0,2,57,1170,154,7,0,1392
2008-03-13,0,2,55,1162,156,7,0,1384
2008-03-14,0,2,54,1163,156,8,0,1385
2008-03-15,0,2,53,1193,159,7,0,1415
2008-03-16,0,2,50,1182,160,6,0,1402
2008-03-17,0,2,52,1187,159,7,0,1408
2008-03-18,0,2,53,1175,166,7,0,1404
2008-03-19,0,2,48,1152,163,9,0,1376
2008-03-20,0,2,48,1142,173,8,0,1375
2008-03-21,0,2,51,1161,170,6,0,1391
2008-03-22,0,2,51,1161,174,7,0,1398
2008-03-23,0,2,49,1159,167,9,0,1387
2008-03-24,0,1,52,1185,166,8,0,1415
2008-03-25,0,0,48,1195,171,7,0,1423
2008-03-26,0,0,46,1176,170,7,0,1400
2008-03-27,0,0,46,1151,171,8,0,1378
2008-03-28,0,0,46,1128,164,6,0,1346
2008-03-29,0,0,44,1156,165,6,0,1373
2008-03-30,0,0,43,1173,169,6,0,1392
2008-03-31,0,0,41,1138,163,6,0,1349
2008-04-01,0,0,40,1130,162,6,0,1339
2008-04-02,0,0,38,1136,155,6,0,1337
2008-04-03,0,0,36,1143,159,6,0,1345
2008-04-04,0,0,36,1165,161,8,0,1371
2008-04-05,0,0,34,1150,158,8,0,1351
2008-04-06,0,0,35,1170,168,8,0,1383
2008-04-07,0,0,35,1150,169,9,0,1364
2008-04-08,0,0,36,1137,160,7,0,1342
2008-04-09,0,0,37,1164,156,8,0,1367
2008-04-10,0,0,37,1136,158,9,0,1341
2008-04-11,0,0,34,1132,158,10,0,1336
2008-04-12,0,0,34,1145,166,8,0,1355
2008-04-13,0,0,36,1146,172,9,0,1364
2008-04-14,0,0,37,1119,162,11,0,1330
2008-04-15,0,0,36,1115,169,10,0,1330
2008-04-16,0,0,39,1123,170,9,0,1342
2008-04-17,0,0,38,1136,175,7,0,1357
2008-04-18,0,0,38,1123,175,5,0,1342
2008-04-19,0,0,38,1128,181,6,0,1356
2008-04-20,0,0,39,1130,186,6,0,1362
2008-04-21,0,0,39,1129,186,7,0,1362
2008-04-22,0,0,39,1142,186,9,0,1377
2008-04-23,0,0,37,1150,182,9,0,1380
2008-04-24,0,0,34,1113,171,9,0,1328
2008-04-25,0,0,36,1122,178,10,0,1347
2008-04-26,0,0,34,1119,182,10,0,1347
2008-04-27,0,0,35,1123,177,9,0,1346
2008-04-28,0,0,36,1103,178,10,0,1329
2008-04-29,0,0,36,1100,175,11,0,1324
2008-04-30,0,0,38,1099,176,9,0,1324
2008-05-01,0,0,39,1119,179,9,0,1348
2008-05-02,0,0,36,1107,180,9,0,1334
2008-05-03,0,0,35,1125,179,8,0,1347
2008-05-04,0,0,34,1140,181,8,0,1365
2008-05-05,0,0,36,1132,174,7,0,1350
2008-05-06,0,0,38,1139,177,8,0,1363
2008-05-07,0,0,37,1116,173,9,0,1337
2008-05-08,0,0,37,1128,184,7,0,1357
2008-05-09,0,0,34,1111,179,8,0,1333
2008-05-10,0,0,33,1104,173,7,0,1319
2008-05-11,0,0,34,1111,172,9,0,1326
2008-05-12,0,0,36,1109,174,8,0,1329
2008-05-13,0,0,36,1104,180,6,0,1327
2008-05-14,0,0,36,977,174,5,0,1193
2008-05-15,0,0,36,979,172,6,0,1194
2008-05-16,0,0,36,1010,172,6,0,1225
2008-05-17,0,0,38,1045,184,6,0,1274
2008-05-18,0,0,34,1049,182,5,0,1272
2008-05-19,0,0,34,1050,184,6,0,1275
2008-05-20,0,0,36,1064,187,5,0,1293
2008-05-21,0,0,37,1064,184,5,0,1292
2008-05-22,0,0,36,1058,185,5,0,1286
2008-05-23,0,0,38,1064,182,5,0,1290
2008-05-24,0,0,39,1061,185,5,0,1292
2008-05-25,0,0,38,1058,190,5,0,1292
2008-05-26,0,0,39,1041,180,7,0,1268
2008-05-27,0,0,39,1001,180,6,0,1229
2008-05-28,0,0,38,1015,189,7,0,1249
2008-05-29,0,0,36,1018,185,7,0,1247
2008-05-30,0,0,36,1011,184,7,0,1240
2008-05-31,0,0,34,1025,190,7,0,1257
2008-06-01,0,0,35,1037,199,7,0,1280
2008-06-02,0,0,33,1030,194,6,0,1265
2008-06-03,0,0,32,1050,192,7,0,1283
2008-06-04,0,0,34,1026,191,7,0,1260
2008-06-05,0,0,34,1066,186,6,0,1293
2008-06-06,0,0,35,1085,186,6,0,1314
2008-06-07,0,0,33,1087,192,6,0,1319
2008-06-08,0,0,34,1100,193,6,0,1334
2008-06-09,0,0,32,1070,197,5,0,1306
2008-06-10,0,0,33,1080,192,7,0,1314
2008-06-11,0,0,33,1069,196,8,0,1307
2008-06-12,0,0,31,1055,188,7,0,1282
2008-06-13,0,0,33,1060,184,7,0,1285
2008-06-14,0,0,31,1059,192,9,0,1292
2008-06-15,0,0,29,1083,196,12,0,1321
2008-06-16,0,0,28,1068,192,13,0,1302
2008-06-17,0,0,28,1068,195,15,0,1306
2008-06-18,0,0,28,1101,192,21,0,1344
2008-06-19,0,0,30,1093,184,23,0,1331
2008-06-20,0,0,30,1080,181,24,0,1317
2008-06-21,0,0,31,1107,179,24,0,1343
2008-06-22,0,0,31,1119,177,26,0,1355
2008-06-23,0,0,30,1092,172,26,0,1323
2008-06-24,0,0,30,1103,171,29,0,1334
2008-06-25,0,0,29,1086,175,30,0,1321
2008-06-26,0,0,28,1097,176,27,0,1330
2008-06-27,0,0,27,1088,173,28,0,1317
2008-06-28,0,0,27,1097,177,29,0,1332
2008-06-29,0,0,29,1095,171,35,0,1331
2008-06-30,0,0,29,1068,173,34,0,1306
2008-07-01,0,0,33,1063,176,40,0,1313
2008-07-02,0,0,29,1066,181,44,0,1322
2008-07-03,0,0,28,1069,172,48,0,1319
2008-07-04,0,0,29,1072,171,49,0,1323
2008-07-05,0,0,28,1079,175,51,0,1334
2008-07-06,0,0,29,1104,168,48,0,1350
2008-07-07,0,0,29,1090,166,47,0,1333
2008-07-08,0,0,30,1100,166,47,0,1344
2008-07-09,0,0,29,1079,163,49,0,1322
2008-07-10,0,0,30,1085,162,52,0,1331
2008-07-11,0,0,30,1075,161,51,0,1318
2008-07-12,0,0,29,1087,164,55,0,1337
2008-07-13,0,0,29,1097,163,50,0,1341
2008-07-14,0,0,29,1070,161,50,0,1311
2008-07-15,0,0,29,1066,156,51,0,1304
2008-07-16,0,0,29,1068,163,54,0,1316
2008-07-17,0,0,30,1032,195,59,0,1318
2008-07-18,0,0,31,979,208,56,0,1275
2008-07-19,0,0,30,970,226,55,0,1283
2008-07-20,0,0,30,971,237,53,0,1292
2008-07-21,0,0,29,948,244,58,0,1280
2008-07-22,0,0,28,943,257,65,0,1293
2008-07-23,0,0,30,894,251,64,0,1241
2008-07-24,0,0,30,903,261,69,0,1264
2008-07-25,0,0,30,906,265,66,0,1269
2008-07-26,0,0,29,917,267,65,0,1280
2008-07-27,0,0,28,912,277,62,0,1281
2008-07-28,0,0,30,883,274,62,0,1251
2008-07-29,0,0,30,880,280,67,0,1258
2008-07-30,0,0,29,875,279,70,0,1254
2008-07-31,0,0,28,871,277,69,0,1247
2008-08-01,0,0,29,854,301,66,0,1252
2008-08-02,0,0,28,844,309,68,0,1250
2008-08-03,0,0,28,839,327,67,0,1263
2008-08-04,0,0,30,820,337,69,0,1258
2008-08-05,0,0,27,827,348,70,0,1273
2008-08-06,0,0,29,810,359,73,0,1271
2008-08-07,0,0,31,793,364,83,0,1272
2008-08-08,0,0,30,800,368,79,0,1279
2008-08-09,0,0,28,788,383,86,0,1286
2008-08-10,0,0,29,778,390,92,0,1289
2008-08-11,0,0,29,752,402,89,0,1274
2008-08-12,0,0,29,745,409,89,0,1275
2008-08-13,0,0,30,739,406,91,0,1266
2008-08-14,0,0,31,726,407,89,0,1253
2008-08-15,0,0,29,714,409,86,0,1239
2008-08-16,0,0,27,701,412,86,0,1227
2008-08-17,0,0,27,716,415,87,0,1247
2008-08-18,0,0,26,713,428,88,0,1256
2008-08-19,0,0,25,702,423,89,0,1240
2008-08-20,0,0,22,693,446,91,0,1254
2008-08-21,0,0,23,688,442,93,0,1247
2008-08-22,0,0,23,670,467,95,0,1256
2008-08-23,0,0,22,653,466,92,0,1234
2008-08-24,0,0,23,657,479,89,0,1250
2008-08-25,0,0,22,630,483,94,0,1230
2008-08-26,0,0,24,632,495,94,0,1246
2008-08-27,0,0,25,628,500,92,0,1247
2008-08-28,0,0,25,621,508,94,0,1249
2008-08-29,0,0,25,610,527,93,0,1257
2008-08-30,0,0,23,604,539,100,0,1267
2008-08-31,0,0,23,607,551,98,0,1281
2008-09-01,0,0,24,599,550,97,0,1271
2008-09-02,0,0,23,604,542,98,0,1269
2008-09-03,0,0,24,586,553,96,0,1261
2008-09-04,0,0,23,586,569,103,0,1282
2008-09-05,0,0,23,582,572,102,0,1281
2008-09-06,0,0,22,560,573,100,0,1256
2008-09-07,0,0,22,583,579,97,0,1283
2008-09-08,0,0,22,567,575,93,0,1258
2008-09-09,0,0,24,571,594,92,0,1284
2008-09-10,0,0,24,563,600,91,0,1279
2008-09-11,0,0,26,552,613,89,0,1281
2008-09-12,0,0,27,541,619,93,0,1282
2008-09-13,0,0,25,535,630,93,0,1285
2008-09-14,0,0,24,530,637,98,0,1290
2008-09-15,0,0,22,505,639,104,0,1273
2008-09-16,0,0,23,506,623,101,0,1255
2008-09-17,0,0,23,496,626,97,0,1244
2008-09-18,0,0,22,494,640,98,0,1254
2008-09-19,0,0,20,482,629,93,0,1226
2008-09-20,0,0,22,498,640,99,0,1261
2008-09-21,0,0,22,499,642,97,0,1262
2008-09-22,0,0,25,485,635,92,0,1238
2008-09-23,0,0,24,481,637,96,0,1240
2008-09-24,0,0,24,479,633,96,0,1234
2008-09-25,0,0,24,485,644,99,0,1253
2008-09-26,0,0,22,478,642,98,0,1241
2008-09-27,0,0,20,490,632,100,0,1243
2008-09-28,0,0,19,491,645,101,0,1257
2008-09-29,0,0,20,480,644,101,0,1246
2008-09-30,0,0,19,462,650,100,0,1232
2008-10-01,0,0,19,443,653,98,0,1215
2008-10-02,0,0,18,456,664,100,0,1240
2008-10-03,0,0,18,454,669,95,0,1238
2008-10-04,0,0,21,463,659,99,0,1242
2008-10-05,0,0,21,459,670,98,0,1250
2008-10-06,0,0,22,425,657,100,0,1204
2008-10-07,0,0,21,444,666,97,0,1229
2008-10-08,0,0,22,430,655,100,0,1207
2008-10-09,0,0,21,419,659,97,0,1198
2008-10-10,0,0,23,432,666,103,0,1225
2008-10-11,0,0,23,445,676,98,0,1243
2008-10-12,0,0,22,428,679,93,0,1225
2008-10-13,0,0,22,425,668,94,0,1211
2008-10-14,0,0,22,414,674,93,0,1205
2008-10-15,0,0,23,413,668,94,0,1199
2008-10-16,0,0,20,419,666,97,0,1203
2008-10-17,0,0,20,411,678,94,0,1205
2008-10-18,0,0,17,420,686,94,0,1218
2008-10-19,0,0,17,423,693,98,0,1231
2008-10-20,0,0,18,409,683,99,0,1210
2008-10-21,0,0,21,398,681,106,0,1207
2008-10-22,0,0,20,397,687,103,0,1208
2008-10-23,0,0,19,380,678,102,0,1180
2008-10-24,0,0,19,381,669,98,0,1169
2008-10-25,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-26,0,0,18,397,705,102,0,1223
2008-10-27,0,0,18,385,678,97,0,1179
2008-10-28,0,0,18,380,667,96,0,1162
2008-10-29,0,0,18,370,673,94,0,1157
2008-10-30,0,0,19,359,667,94,0,1140
2008-10-31,0,0,19,363,674,95,0,1153
2008-11-01,0,0,19,370,689,100,0,1179
2008-11-02,0,0,17,366,701,96,0,1181
2008-11-03,0,0,17,356,705,94,0,1174
2008-11-04,0,0,16,357,699,90,0,1164
2008-11-05,0,0,18,354,697,88,0,1159
2008-11-06,0,0,18,362,703,86,0,1170
2008-11-07,0,0,18,361,675,87,0,1142
2008-11-08,0,0,17,359,668,86,0,1131
2008-11-09,0,0,18,356,689,90,0,1155
2008-11-10,0,0,18,342,700,93,0,1154
2008-11-11,0,0,18,342,691,91,0,1144
2008-11-12,0,0,18,334,671,90,0,1115
2008-11-13,0,0,18,332,700,94,0,1146
2008-11-14,0,0,18,335,699,98,0,1152
2008-11-15,0,0,18,351,731,103,0,1204
2008-11-16,0,0,18,359,730,100,0,1208
2008-11-17,0,0,17,339,711,100,0,1168
2008-11-18,0,0,16,342,710,104,0,1172
2008-11-19,0,0,16,350,704,101,0,1171
2008-11-20,0,0,15,345,705,103,0,1169
2008-11-21,0,0,16,338,689,105,0,1149
2008-11-22,0,0,17,344,709,105,0,1176
2008-11-23,0,0,16,341,721,104,0,1184
2008-11-24,0,0,17,333,728,98,0,1178
2008-11-25,0,0,18,320,723,97,0,1159
2008-11-26,0,0,19,313,735,93,0,1162
2008-11-27,0,0,21,312,723,101,0,1158
2008-11-28,0,0,20,309,742,105,0,1177
2008-11-29,0,0,19,305,745,106,0,1176
2008-11-30,0,0,18,303,754,113,0,1190
2008-12-01,0,0,17,299,756,106,0,1180
2008-12-02,0,0,15,312,750,103,0,1182
2008-12-03,0,0,16,312,748,104,0,1182
2008-12-04,0,0,15,305,757,105,0,1184
2008-12-05,0,0,15,307,759,103,0,1185
2008-12-06,0,0,15,313,777,108,0,1213
2008-12-07,0,0,12,317,771,106,0,1208
2008-12-08,0,0,12,304,751,103,0,1171
2008-12-09,0,0,13,295,748,108,0,1166
2008-12-10,0,0,14,300,743,106,0,1165
2008-12-11,0,0,13,301,764,107,0,1187
2008-12-12,0,0,12,299,738,106,0,1156
2008-12-13,0,0,12,305,747,106,0,1171
2008-12-14,0,0,13,306,765,111,0,1197
2008-12-15,0,0,13,302,742,105,0,1165
2008-12-16,0,0,15,299,755,108,0,1179
2008-12-17,0,0,14,292,748,109,0,1165
2008-12-18,0,0,15,285,742,110,0,1154
2008-12-19,0,0,17,288,759,109,0,1173
2008-12-20,0,0,16,289,766,110,0,1182
2008-12-21,0,0,14,282,774,112,0,1184
2008-12-22,0,0,15,278,748,116,0,1159
2008-12-23,0,0,16,276,745,111,0,1150
2008-12-24,0,0,17,265,722,113,0,1119
2008-12-25,0,0,16,265,708,107,0,1097
2008-12-26,0,0,16,267,718,110,0,1112
2008-12-27,0,0,17,271,732,110,0,1132
2008-12-28,0,0,18,273,745,110,0,1148
2008-12-29,0,0,17,281,753,111,0,1163
2008-12-30,0,0,18,276,749,111,0,1155
2008-12-31,0,0,18,280,737,110,0,1146
2009-01-01,0,0,17,283,734,110,0,1147
2009-01-02,0,0,19,279,762,104,0,1165
2009-01-03,0,0,18,282,774,108,0,1183
2009-01-04,0,0,18,277,787,111,0,1195
2009-01-05,0,0,19,273,764,110,0,1168
2009-01-06,0,0,19,267,769,113,0,1169
2009-01-07,0,0,18,268,773,114,0,1173
2009-01-08,0,0,18,252,757,112,0,1141
2009-01-09,0,0,17,265,760,116,0,1160
2009-01-10,0,0,18,272,785,117,0,1193
2009-01-11,0,0,18,267,766,118,0,1172
2009-01-12,0,0,15,266,763,113,0,1159
2009-01-13,0,0,15,264,748,113,0,1141
2009-01-14,0,0,17,259,753,115,0,1145
2009-01-15,0,0,17,252,745,115,0,1130
2009-01-16,0,0,18,251,754,122,0,1146
2009-01-17,0,0,17,263,766,128,0,1175
2009-01-18,0,0,17,257,763,126,0,1164
2009-01-19,0,0,16,254,735,127,0,1133
2009-01-20,0,0,16,247,753,125,0,1143
2009-01-21,0,0,19,242,753,127,0,1143
2009-01-22,0,0,17,250,758,131,0,1157
2009-01-23,0,0,17,234,796,136,0,1184
2009-01-24,0,0,17,233,824,130,0,1205
2009-01-25,0,0,14,232,821,131,0,1199
2009-01-26,0,0,16,228,794,132,0,1172
2009-01-27,0,0,15,239,786,128,0,1170
2009-01-28,0,0,17,229,801,132,0,1180
2009-01-29,0,0,18,218,794,133,0,1164
2009-01-30,0,0,19,231,793,126,0,1170
2009-01-31,0,0,18,232,794,130,0,1176
2009-02-01,0,0,20,232,794,131,0,1179
2009-02-02,0,0,21,227,773,132,0,1154
2009-02-03,0,0,22,233,775,137,0,1168
2009-02-04,0,0,21,229,767,136,0,1153
2009-02-05,0,0,23,225,788,140,0,1177
2009-02-06,0,0,21,226,794,141,0,1183
2009-02-07,0,0,21,229,793,143,0,1188
2009-02-08,0,0,19,227,805,137,0,1190
2009-02-09,0,0,22,221,803,145,0,1192
2009-02-10,0,0,20,216,820,144,0,1200
2009-02-11,0,0,18,208,806,135,0,1169
2009-02-12,0,0,17,219,798,139,0,1175
2009-02-13,0,0,16,222,834,131,0,1204
2009-02-14,0,0,16,222,846,134,0,1220
2009-02-15,0,0,16,218,840,135,0,1211
2009-02-16,0,0,16,210,843,130,0,1202
2009-02-17,0,0,16,206,821,133,0,1177
2009-02-18,0,0,15,211,824,130,0,1181
2009-02-19,0,0,16,210,824,124,0,1175
2009-02-20,0,0,17,202,831,129,0,1180
2009-02-21,0,0,16,207,862,133,0,1221
2009-02-22,0,0,15,207,871,133,0,1227
2009-02-23,0,0,16,202,843,133,0,1196
2009-02-24,0,0,16,192,849,133,0,1192
2009-02-25,0,0,16,187,850,134,0,1189
2009-02-26,0,0,16,204,861,136,0,1218
2009-02-27,0,0,16,198,867,136,0,1218
2009-02-28,0,0,14,198,870,135,0,1219
2009-03-01,0,0,14,204,862,135,0,1216
2009-03-02,0,0,14,187,853,133,0,1188
2009-03-03,0,0,17,192,867,135,0,1212
2009-03-04,0,0,16,195,876,141,0,1230
2009-03-05,0,0,13,196,875,135,0,1220
2009-03-06,0,0,13,200,903,145,0,1263
2009-03-07,0,0,13,202,917,145,0,1279
2009-03-08,0,0,14,199,925,140,0,1279
2009-03-09,0,0,13,194,912,140,0,1260
2009-03-10,0,0,12,190,897,147,0,1247
2009-03-11,0,0,11,185,884,140,0,1221
2009-03-12,0,0,13,181,897,141,0,1232
2009-03-13,0,0,14,186,898,143,0,1243
2009-03-14,0,0,13,188,913,141,0,1257
2009-03-15,0,0,13,182,929,144,0,1269
2009-03-16,0,0,11,173,922,143,0,1250
2009-03-17,0,0,9,167,914,142,0,1234
2009-03-18,0,0,10,166,900,142,0,1220
2009-03-19,0,0,11,168,941,147,0,1269
2009-03-20,0,0,12,165,947,143,0,1267
2009-03-21,0,0,11,169,968,149,0,1299
2009-03-22,0,0,11,168,961,147,0,1288
2009-03-23,0,0,11,164,937,141,0,1254
2009-03-24,0,0,10,162,956,139,0,1270
2009-03-25,0,0,10,156,968,139,0,1275
2009-03-26,0,0,11,153,965,133,0,1264
2009-03-27,0,0,11,153,964,142,0,1270
2009-03-28,0,0,9,155,975,142,0,1283
2009-03-29,0,0,9,157,976,139,0,1282
2009-03-30,0,0,9,150,985,144,0,1289
2009-03-31,0,0,10,146,990,138,0,1285
2009-04-01,0,0,10,151,964,139,0,1265
2009-04-02,0,0,9,158,1002,146,0,1316
2009-04-03,0,0,11,156,997,152,0,1316
2009-04-04,0,0,10,153,1044,151,0,1359
2009-04-05,0,0,10,158,1056,160,0,1386
2009-04-06,0,0,9,156,1038,160,0,1364
2009-04-07,0,0,9,145,1059,166,0,1380
2009-04-08,0,0,9,141,1036,165,0,1352
2009-04-09,0,0,8,143,1030,168,0,1350
2009-04-10,0,0,8,141,1020,160,0,1331
2009-04-11,0,0,8,142,1018,165,0,1336
2009-04-12,0,0,8,141,1037,158,0,1346
2009-04-13,0,0,10,141,1037,166,0,1356
2009-04-14,0,0,11,128,1020,165,0,1324
2009-04-15,0,0,10,130,1025,175,0,1341
2009-04-16,0,0,8,134,1018,176,0,1337
2009-04-17,0,0,7,134,1025,178,0,1345
2009-04-18,0,0,6,142,1059,180,0,1389
2009-04-19,0,0,6,140,1051,178,0,1376
2009-04-20,0,0,7,132,1029,176,0,1346
2009-04-21,0,0,6,125,1057,180,0,1370
2009-04-22,0,0,5,130,1046,178,0,1361
2009-04-23,0,0,5,128,1035,174,0,1342
2009-04-24,0,0,5,135,1045,181,0,1368
2009-04-25,0,0,4,139,1058,181,0,1384
